id,department,project_name,scope_of_work,pm_department,project_status,neighborhood,authorization_existing,authorization_fy,authorization_future,grant_existing,grant_fy,grant_future,go_expended,capital_year_0,capital_year_1,capital_year_25,grant_expended,grant_year_0,grant_year_1,grant_year_25,external_funds,total_project_budget,sum_authorization
298,Boston Public Schools,Drinking Water Upgrades At Various Schools,Upgrade Plumbing And Fixtures To Expand The Availability Of Drinking Water At Various Schools.,Boston Public Schools,In Construction,Citywide,10360000,0,0,0,0,0,159447.0,2000000,595983,7604570.0,0.0,0,0,0.0,0,10360000,10360000
299,Boston Public Schools,Edwards School Renovation,Design And Full Renovation Of Building For Use By The Horace Mann School.,Public Facilities Department,To Be Scheduled,Charlestown,500000,0,0,0,0,0,0.0,0,0,500000.0,0.0,0,0,0.0,0,500000,500000
300,Boston Public Schools,Fire Systems At Various Schools,Upgrade Or Replace Fire Alarms And/Or Fire Protection Systems At Various Schools.,Boston Public Schools,In Construction,Citywide,2500000,0,0,0,0,0,0.0,1250000,0,1250000.0,0.0,0,0,0.0,0,2500000,2500000
301,Boston Public Schools,Horace Mann School Relocation,Infrastructure Improvements Associated With Relocation To Accommodate Specialized Programmatic Needs For Students With Hearing Impairments.,Public Facilities Department,In Construction,Charlestown,46600000,0,0,0,0,0,1847874.0,17752126,26000000,1000000.0,0.0,0,0,0.0,0,46600000,46600000
302,Boston Public Schools,Josiah Quincy Upper School,Design And Construct A New Facility For The Josiah Quincy Upper School. The Msba Will Partner With The City In The Development And Funding Of This New School.,Public Facilities Department,In Construction,Chinatown,156515501,0,0,67075966,0,0,54665478.0,57350023,42000000,2500000.0,34517917.0,20000000,12558049,0.0,0,223591467,156515501
303,Boston Public Schools,Mandela Athletic Complex Locker Rooms,Renovate Women'S Locker Rooms For Madison Park Technical Vocational High School And The O'Bryant School Of Mathematics And Science.,Public Facilities Department,In Construction,Roxbury,8030325,0,0,0,0,0,1546602.0,4483723,0,2000000.0,0.0,0,0,0.0,0,8030325,8030325
304,Boston Public Schools,Mattahunt School,Safety Upgrades At The Mattahunt Elementary School And Exterior Lighting Work At The Bcyf Center Walkway/Entrance.,Public Facilities Department,In Design,Mattapan,1020000,24980000,0,0,0,0,15750.0,500000,2000000,23484250.0,0.0,0,0,0.0,0,26000000,26000000
305,Boston Public Schools,Quincy School Exterior Upgrades,"Repair Masonry And Replace Roof, Windows, And Exterior Doors.",Public Facilities Department,In Construction,Chinatown,21780705,0,0,0,0,0,1643964.0,12500000,5785000,1851741.0,0.0,0,0,0.0,0,21780705,21780705
306,Boston Public Schools,Radiator Covers At Various Schools,Replace Radiator Covers At Various Schools.,Boston Public Schools,Implementation Underway,Citywide,3000000,0,0,0,0,0,723499.0,750000,250000,1276501.0,0.0,0,0,0.0,0,3000000,3000000
307,Boston Public Schools,Up Academy Dorchester,Replace Unit Ventilators.,Public Facilities Department,In Construction,Dorchester,4600000,0,0,0,0,0,1048798.0,3301202,250000,0.0,0.0,0,0,0.0,0,4600000,4600000
308,Boston Public Schools,East Boston School Study,Study To Design A Future School Facilities In East Boston.,Public Facilities Department,To Be Scheduled,East Boston,500000,0,0,0,0,0,0.0,0,0,500000.0,0.0,0,0,0.0,0,500000,500000
309,Boston Public Schools,Bps Building Reprogramming,Upgrade Building Facilities To Facilitate Grade Reconfigurations At Various Schools.,Boston Public Schools,Annual Program,Citywide,12010000,41990000,0,0,0,0,3386474.0,450000,1000000,49163526.0,0.0,0,0,0.0,0,54000000,54000000
310,Boston Public Schools,Exterior Grounds Improvements,"Improve Landscaping, Walkways, Paving, And Outdoor Lighting And Signage At Various Schools.",Boston Public Schools,Annual Program,Citywide,12250000,0,0,0,0,0,0.0,6675000,0,5575000.0,0.0,0,0,0.0,0,12250000,12250000
311,Boston Public Schools,21St Century Interior Improvements,"Improve Interior Spaces At Various Schools To Promote A 21St Century Learning Experience, Including Lighting, Security, Classroom Technology, And Wayfinding.",Boston Public Schools,Implementation Underway,Citywide,1000000,0,0,0,0,0,0.0,100000,0,900000.0,0.0,0,0,0.0,0,1000000,1000000
312,Boston Public Schools,Accessibility Improvements,"Upgrade Facilities At Various Schools To Increase Building Accessibility, Including Improvements To Ramps, Doors, And Elevators.",Boston Public Schools,Annual Program,Citywide,950000,0,0,0,0,0,0.0,173465,0,776535.0,0.0,0,0,0.0,0,950000,950000
313,Boston Public Schools,Bradley School Envelope,"Repair Masonry, Windows, And Doors.",Public Facilities Department,In Design,East Boston,1663839,2486161,0,0,0,0,89388.0,283600,500000,3277012.0,0.0,0,0,0.0,0,4150000,4150000
314,Boston Public Schools,Mather School Envelope,"Repair Roof, Masonry, Windows, And Doors.",Public Facilities Department,In Design,Dorchester,3050000,1370000,0,0,0,0,178382.0,385000,0,3856618.0,0.0,0,0,0.0,0,4420000,4420000
315,Boston Public Schools,Henderson Upper School Yard,Design And Construct A New School Yard At The Henderson Upper School.,Public Facilities Department,In Construction,Dorchester,1355000,0,0,0,0,0,69475.0,110730,974795,200000.0,0.0,0,0,0.0,0,1355000,1355000
316,Boston Public Schools,Philbrick-Sumner Merger At Irving Building,Upgrade The Former Irving School Building To Support The Merger Of The Philbrick And Sumner Schools.,Public Facilities Department,In Construction,Roslindale,90770000,0,0,0,0,0,1728095.0,7735905,64456000,16850000.0,0.0,0,0,0.0,0,90770000,90770000
317,Boston Public Schools,Madison Park Technical Vocational High School Design,Design To Begin Major Redesign And Renovation Of Madison Park Technical Vocational Hs.,Public Facilities Department,In Design,Roxbury,45615000,54385000,0,0,0,0,503880.0,750000,12500000,86246120.0,0.0,0,0,0.0,0,100000000,100000000
318,Boston Public Schools,Kennedy Academy Envelope,"Repair Roof, Masonry, Windows, And Doors.",Boston Public Schools,In Design,Mission Hill,1892212,0,0,0,0,0,0.0,207212,0,1685000.0,0.0,0,0,0.0,0,1892212,1892212
319,Boston Public Schools,Arp 2021: Windows And Boilers At 4 Schools,Replace Windows And Doors At Boston Day And Evening Academy And The Hernandez School. Replace Boiler At The Russell School And Henderson Upper School.,Public Facilities Department,In Construction,Multiple Neighborhoods,9840708,0,0,12739838,0,0,561365.0,1200000,3000000,5079343.0,177481.0,1000000,4600000,6962357.0,0,22580546,9840708
320,Boston Public Schools,West Roxbury Education Complex,Design Study To Demolish And Rebuild The West Roxbury Education Complex As A Comprehensive 7-12 School.,Public Facilities Department,To Be Scheduled,West Roxbury,18150000,0,0,0,0,0,113880.0,793120,0,17243000.0,0.0,0,0,0.0,0,18150000,18150000
321,Boston Public Schools,White Stadium Renovation,Design And Construct A New East Grandstand For Bps Athletics Including New Locker Rooms And Support Facilities. ,Public Facilities Department,In Design,Roxbury,10500000,39500000,0,0,0,0,129878.0,1500000,11745600,36624522.0,0.0,0,0,0.0,0,50000000,50000000
322,Boston Public Schools,Mel King Academy Design,Programming And Design Study For Renovations Of The Mel King Academy.,Public Facilities Department,To Be Scheduled,South End,20257000,0,0,0,0,0,74150.0,257000,125000,19800850.0,0.0,0,0,0.0,0,20257000,20257000
323,Boston Public Schools,Masonry Repairs At Various Schools,Repair School Building Masonry At Schools Across The District.,Boston Public Schools,In Construction,Citywide,7222200,0,0,0,0,0,157124.0,950000,586621,5528455.0,0.0,0,0,0.0,0,7222200,7222200
324,Boston Public Schools,Bates School Boilers,Replace The Boilers At Bates Elementary.,Boston Public Schools,To Be Scheduled,Roslindale,1000000,0,0,0,0,0,0.0,0,0,1000000.0,0.0,0,0,0.0,0,1000000,1000000
325,Boston Public Schools,Dudley Street Ncs Hvac,Upgrade The Hvac At The Dudley Street Neighborhood Charter School.,Public Facilities Department,In Design,Roxbury,513000,0,0,0,0,0,108579.0,125000,0,279421.0,0.0,0,0,0.0,0,513000,513000
326,Boston Public Schools,Condon School Lighting Improvements,Upgrade Lighting At Condon Elementary.,Boston Public Schools,To Be Scheduled,South Boston,500000,0,0,0,0,0,0.0,0,0,500000.0,0.0,0,0,0.0,0,500000,500000
327,Boston Public Schools,Warren-Prescott School Lighting Improvements,Upgrade Lighting At The Warren-Prescott.,Public Facilities Department,To Be Scheduled,Charlestown,300000,0,0,0,0,0,0.0,0,0,300000.0,0.0,0,0,0.0,0,300000,300000
328,Boston Public Schools,John F. Kennedy School Fire Alarms,Repair And Upgrade The Fire Alarm System.,Boston Public Schools,In Design,Jamaica Plain,705000,0,0,0,0,0,0.0,160000,250000,295000.0,0.0,0,0,0.0,0,705000,705000
329,Boston Public Schools,Cleveland Building Renovation,"Major Renovations Of The Cleveland School Building, Including Repairs To The Roof And Building Exterior.",Public Facilities Department,In Design,Dorchester,2150000,0,0,0,0,0,69245.0,500000,1200000,380755.0,0.0,0,0,0.0,0,2150000,2150000
330,Boston Public Schools,Winthrop School Roof,Replace The Roof.,Boston Public Schools,In Construction,Dorchester,1700000,0,0,0,0,0,48144.0,102225,0,1549631.0,0.0,0,0,0.0,0,1700000,1700000
331,Boston Public Schools,Mendell School Roof,Replace The Roof.,Boston Public Schools,To Be Scheduled,Roxbury,50000,0,0,0,0,0,0.0,0,0,50000.0,0.0,0,0,0.0,0,50000,50000
332,Boston Public Schools,Holmes School Plumbing,Replace And Repair The Plumbing.,Boston Public Schools,To Be Scheduled,Dorchester,288000,0,0,0,0,0,0.0,0,0,288000.0,0.0,0,0,0.0,0,288000,288000
333,Boston Public Schools,P. J. Kennedy School Renovation,"Replace Boilers, Install New Fire Sprinklers, And A New Elevator To Make The School Building More Accessible.",Public Facilities Department,In Construction,East Boston,21465000,0,0,0,0,0,2183452.0,2380800,13500000,3400748.0,0.0,0,0,0.0,0,21465000,21465000
334,Boston Public Schools,Timilty School Reconfiguration,Upgrade Building Facilities At The Timilty School To Facilitate Grade Reconfiguration.,Public Facilities Department,To Be Scheduled,Roxbury,3000000,0,0,0,0,0,0.0,0,0,3000000.0,0.0,0,0,0.0,0,3000000,3000000
335,Boston Public Schools,Technology Infrastructure,Upgrades To Technology Infrastructure In Support Of 21St Century Learning.,Boston Public Schools,Annual Program,Citywide,7000000,0,7000000,0,0,0,605845.0,1500000,1000000,10894155.0,0.0,0,0,0.0,0,14000000,14000000
336,Boston Public Schools,Allston Elementary School Design,Develop A Building Program And Design For The Construction Of A New Prek-6 School To Be Located On The Site Of The Jackson Mann School.,Public Facilities Department,To Be Scheduled,Allston/Brighton,10150000,0,0,0,0,0,0.0,0,0,10150000.0,0.0,0,0,0.0,0,10150000,10150000
337,Boston Public Schools,Roxbury Elementary School Study,Develop A Building Program For The Design And Construction Of A New Prek-6 School.,Public Facilities Department,To Be Scheduled,Roxbury,150000,0,0,0,0,0,0.0,0,0,150000.0,0.0,0,0,0.0,0,150000,150000
338,Boston Public Schools,Security Cameras,Installation Of Security Cameras In Multiple Schools Across The City.,Boston Public Schools,Implementation Underway,Citywide,25000000,0,0,0,0,0,0.0,5000000,2500000,17500000.0,0.0,0,0,0.0,0,25000000,25000000
339,Boston Public Schools,"Arp 2022: Boilers, Roof, Windows At 4 Schools","Replace Boilers At Burke High School And The Haley School; Replace Roof At The Henderson Upper School; And Replace Windows At The English High School, In Conjunction With The Msba Accelerated Repair Program.",Public Facilities Department,In Construction,Multiple Neighborhoods,8889304,0,0,9606871,0,0,6000.0,2500000,5800000,583304.0,0.0,300000,2000000,7306871.0,0,18496175,8889304
340,Boston Public Schools,Door Alarms Upgrades At Various Schools,General Security And Safety Upgrades To The Door Alarms At Various Schools Across The City.,Boston Public Schools,To Be Scheduled,Citywide,2100000,0,0,0,0,0,0.0,0,0,2100000.0,0.0,0,0,0.0,0,2100000,2100000
341,Boston Public Schools,Elevator Upgrades At Various Schools,"General Elevator Improvements And Upgrades At Various Schools Across The District, Including Size, Speed, And Safety.",Boston Public Schools,In Design,Citywide,6000000,0,0,0,0,0,0.0,129650,0,5870350.0,0.0,0,0,0.0,0,6000000,6000000
342,Boston Public Schools,Building Envelope Repairs At Various Schools,General Envelope Repairs At Schools Across The District To Improve Energy Efficiency And Keep The Structure In A State Of Good Repair.,Public Facilities Department,To Be Scheduled,Citywide,6000000,0,0,0,0,0,0.0,0,0,6000000.0,0.0,0,0,0.0,0,6000000,6000000
343,Boston Public Schools,Pool Upgrades And Repairs At Various Schools,General Pool Upgrades And Repairs At Various Schools To Keep The Assets In A State Of Good Repair.,Boston Public Schools,In Construction,Citywide,7000000,3000000,0,0,0,0,0.0,1384000,3000000,5616000.0,0.0,0,0,0.0,0,10000000,10000000
344,Police Department,Communications Infrastructure Upgrades,Design And Implementation Of Upgrades To The Police Radio System.,Police Department,Implementation Underway,Citywide,53794000,0,0,0,0,0,49206901.0,2423253,1500000,663846.0,0.0,0,0,0.0,0,53794000,53794000
345,Police Department,District B-3 Station Study,Programming Study To Evaluate Space Requirements For The District B-3 Station.,Public Facilities Department,To Be Scheduled,Mattapan,100000,0,0,0,0,0,0.0,0,0,100000.0,0.0,0,0,0.0,0,100000,100000
346,Police Department,Evidence/Archives/Central Supply Study,"Program And Siting Study For New Facility To House Evidence Management, Archives, And Central Supply Functions.",Public Facilities Department,To Be Scheduled,Citywide,75000,0,0,0,0,0,0.0,0,0,75000.0,0.0,0,0,0.0,0,75000,75000
347,Police Department,Forensics Unit Facility Upgrades,Renovate Interior Space At Bpd Headquarters To Redesign And Expand The Forensic Unit.,Public Facilities Department,To Be Scheduled,Roxbury,60000,0,0,0,0,0,2160.0,0,0,57840.0,0.0,0,0,0.0,0,60000,60000
348,Police Department,Police Facility Signage,Design And Installation Of Upgraded Signage At Bpd Facilities.,Public Facilities Department,In Design,Citywide,1000000,0,0,0,0,0,68241.0,0,0,931759.0,0.0,0,0,0.0,0,1000000,1000000
349,Police Department,Records Management Replacement,Replace Existing Records Management System.,Police Department,Implementation Underway,Citywide,2850000,0,0,0,0,0,1520254.0,67572,0,1262174.0,0.0,0,0,0.0,0,2850000,2850000
350,Police Department,Special Operations Unit Facility Upgrades,Study To Evaluate Relocation Of The Eod Unit.,Public Facilities Department,To Be Scheduled,Citywide,100000,0,0,0,0,0,0.0,0,0,100000.0,0.0,0,0,0.0,0,100000,100000
